Order,PID,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Utilities,Land_Slope,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_SF_1,BsmtFin_Type_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Val,Mo_Sold,Year_Sold,Longitude,Latitude,MS_SubClass_One_Story_1945_and_Older,MS_SubClass_One_Story_1946_and_Newer_All_Styles,MS_SubClass_One_Story_PUD_1946_and_Newer,MS_SubClass_One_and_Half_Story_Finished_All_Ages,MS_SubClass_Other,MS_SubClass_Split_Foyer,MS_SubClass_Split_or_Multilevel,MS_SubClass_Two_Family_conversion_All_Styles_and_Ages,MS_SubClass_Two_Story_1945_and_Older,MS_SubClass_Two_Story_1946_and_Newer,MS_SubClass_Two_Story_PUD_1946_and_Newer,MS_Zoning_Other,MS_Zoning_Residential_Low_Density,MS_Zoning_Residential_Medium_Density,Street_Pave,Alley_No_Alley_Access,Alley_Paved,Lot_Config_CulDSac,Lot_Config_FR2,Lot_Config_Inside,Lot_Config_Other,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Meadow_Village,Neighborhood_Mitchell,Neighborhood_North_Ames,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Other,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_South_and_West_of_Iowa_State_University,Neighborhood_Stone_Brook,Neighborhood_Timberland,Condition_1_Feedr,Condition_1_Norm,Condition_1_Other,Condition_1_PosN,Condition_1_RRAn,Condition_2_Other,Bldg_Type_OneFam,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Bldg_Type_TwoFmCon,House_Style_One_and_Half_Fin,House_Style_Other,House_Style_SFoyer,House_Style_SLvl,House_Style_Two_Story,Roof_Style_Hip,Roof_Style_Other,Roof_Matl_Other,Exterior_1st_BrkFace,Exterior_1st_CemntBd,Exterior_1st_HdBoard,Exterior_1st_MetalSd,Exterior_1st_Other,Exterior_1st_Plywood,Exterior_1st_Stucco,Exterior_1st_VinylSd,Exterior_1st_Wd Sdng,Exterior_1st_WdShing,Exterior_2nd_BrkFace,Exterior_2nd_CmentBd,Exterior_2nd_HdBoard,Exterior_2nd_MetalSd,Exterior_2nd_Other,Exterior_2nd_Plywood,Exterior_2nd_Stucco,Exterior_2nd_VinylSd,Exterior_2nd_Wd Sdng,Exterior_2nd_Wd Shng,Mas_Vnr_Type_BrkFace,Mas_Vnr_Type_Other,Mas_Vnr_Type_Stone,Mas_Vnr_Type_nan,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,BsmtFin_Type_1_BLQ,BsmtFin_Type_1_GLQ,BsmtFin_Type_1_LwQ,BsmtFin_Type_1_No_Basement,BsmtFin_Type_1_Rec,BsmtFin_Type_1_Unf,BsmtFin_SF_2_Other,Heating_Other,Central_Air_Y,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_Detchd,Garage_Type_No_Garage,Garage_Type_Other,Misc_Feature_Other,Misc_Feature_Othr,Misc_Feature_Shed,Misc_Feature_nan,Sale_Type_New,Sale_Type_Other,Sale_Type_WD ,Sale_Condition_Family,Sale_Condition_Normal,Sale_Condition_Other,Sale_Condition_Partial
1093,528280130,93,10261,2.0,3.0,2.0,2.0,5.0,4.0,2000,2000,318,1.0,2.0,3.0,2.0,1.0,7,1.0,936,936,4.0,3.0,962,830,0,1792,1,0,2,1,3,1,2.0,8,3.0,1,3.0,3.0,2,451,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,5,2008,-93.641331,42.057986,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2089,905480180,60,9060,3.0,3.0,2.0,2.0,4.0,5.0,1957,2006,98,1.0,2.0,5.0,5.0,0.0,5,0.0,0,0,4.0,3.0,1340,0,0,1340,0,0,1,0,3,1,2.0,7,3.0,1,4.0,2.0,1,252,3.0,3.0,2.0,116,0,0,180,0,0,0.0,1.0,0,6,2007,-93.658537,42.022824,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
716,902325070,90,8100,3.0,3.0,2.0,2.0,4.0,4.0,1898,1965,0,1.0,2.0,2.0,2.0,1.0,7,1.0,849,849,2.0,2.0,1075,1063,0,2138,0,0,2,0,2,3,2.0,11,3.0,0,0.0,1.0,2,360,2.0,-1.0,0.0,40,156,0,0,0,0,0.0,1.0,0,11,2009,-93.613887,42.028957,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2828,908186090,35,3675,3.0,3.0,2.0,2.0,5.0,4.0,2005,2006,82,1.0,2.0,3.0,2.0,4.0,3,1.0,0,547,3.0,3.0,1072,0,0,1072,1,0,1,0,2,1,2.0,5,3.0,0,0.0,3.0,2,525,3.0,3.0,2.0,0,44,0,0,0,0,0.0,0.0,0,10,2006,-93.669927,42.018959,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1075,528186130,89,8232,2.0,3.0,2.0,2.0,8.0,4.0,2007,2008,714,3.0,2.0,4.0,2.0,1.0,3,1.0,596,1800,4.0,3.0,1800,0,0,1800,1,0,2,0,2,1,4.0,6,3.0,1,4.0,2.0,3,944,3.0,3.0,2.0,210,0,0,0,0,0,0.0,0.0,0,6,2008,-93.651845,42.057446,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1690,528104010,110,14333,3.0,3.0,2.0,2.0,7.0,4.0,2007,2007,0,2.0,2.0,3.0,2.0,4.0,3,1.0,590,2108,4.0,3.0,2122,0,0,2122,1,0,2,1,2,1,3.0,7,3.0,1,5.0,3.0,3,938,3.0,3.0,2.0,130,142,0,0,0,0,0.0,0.0,0,11,2007,-93.654243,42.063141,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1014,527226020,0,31220,2.0,1.0,-1.0,2.0,5.0,-1.0,1952,1952,0,1.0,2.0,2.0,2.0,1.0,7,1.0,1632,1632,2.0,2.0,1474,0,0,1474,0,0,1,0,3,1,2.0,7,0.0,2,4.0,1.0,2,495,3.0,3.0,2.0,0,0,144,0,0,0,0.0,0.0,750,5,2008,-93.622299,42.059792,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1811,531380110,70,8462,2.0,3.0,2.0,2.0,5.0,4.0,1994,1994,105,2.0,3.0,3.0,3.0,1.0,3,1.0,114,928,4.0,3.0,936,785,0,1721,0,1,2,1,3,1,3.0,7,3.0,0,0.0,2.0,2,471,3.0,3.0,2.0,300,87,0,0,0,0,0.0,0.0,0,7,2007,-93.689026,42.036028,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1733,528221040,63,9729,2.0,3.0,2.0,2.0,5.0,4.0,2006,2007,0,2.0,2.0,3.0,2.0,1.0,7,1.0,698,698,4.0,3.0,698,1048,0,1746,1,0,2,1,3,1,3.0,6,3.0,1,4.0,1.0,3,350,3.0,3.0,2.0,0,34,0,0,0,0,0.0,0.0,0,6,2007,-93.644415,42.06208,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2299,923251160,124,27697,3.0,3.0,2.0,2.0,2.0,3.0,1961,1961,198,1.0,2.0,2.0,2.0,1.0,2,1.0,585,1396,2.0,3.0,1608,0,0,1608,0,0,1,0,3,1,2.0,6,3.0,0,0.0,1.0,1,444,3.0,2.0,2.0,152,38,0,0,0,0,0.0,0.0,0,11,2007,-93.607114,41.989905,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,902207140,60,8520,3.0,3.0,2.0,2.0,5.0,7.0,1928,2003,0,1.0,3.0,2.0,2.0,1.0,7,1.0,624,624,3.0,3.0,720,0,0,720,0,0,1,0,2,1,2.0,5,3.0,0,0.0,1.0,2,484,3.0,3.0,2.0,106,0,0,0,0,0,0.0,0.0,0,5,2010,-93.606789,42.030331,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1572,916226030,42,4084,2.0,3.0,2.0,2.0,6.0,5.0,1986,1986,340,2.0,2.0,3.0,2.0,3.0,3,1.0,384,1277,3.0,3.0,1501,0,0,1501,1,0,2,0,2,1,3.0,6,3.0,1,3.0,3.0,2,512,3.0,3.0,2.0,240,0,0,0,0,0,0.0,0.0,0,7,2008,-93.639793,42.00514,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
510,528435030,78,9262,3.0,3.0,2.0,2.0,7.0,4.0,2008,2009,194,2.0,2.0,3.0,2.0,1.0,7,1.0,1573,1573,4.0,3.0,1578,0,0,1578,0,0,2,0,3,1,4.0,7,3.0,1,4.0,3.0,3,840,3.0,3.0,2.0,0,36,0,0,0,0,0.0,0.0,0,5,2009,-93.643944,42.054152,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2629,535456020,70,7945,3.0,3.0,2.0,2.0,4.0,5.0,1959,1959,0,1.0,2.0,2.0,2.0,1.0,1,4.0,465,1150,4.0,2.0,1150,0,0,1150,1,0,1,0,3,1,2.0,6,3.0,0,0.0,2.0,1,300,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,5,2006,-93.606893,42.034757,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2425,528228430,0,3072,3.0,3.0,2.0,2.0,6.0,4.0,2004,2004,18,2.0,2.0,3.0,2.0,1.0,3,1.0,306,1365,4.0,3.0,1548,0,0,1548,1,0,2,0,2,1,3.0,7,3.0,1,3.0,3.0,2,388,3.0,3.0,2.0,143,20,0,0,0,0,0.0,0.0,0,9,2006,-93.6419,42.0623,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2189,908228010,62,10042,3.0,1.0,2.0,2.0,5.0,7.0,1920,1995,0,1.0,2.0,2.0,2.0,1.0,4,5.0,238,660,2.0,3.0,740,125,0,865,1,0,1,0,2,1,2.0,4,3.0,1,4.0,1.0,1,216,3.0,3.0,2.0,0,0,84,0,0,0,0.0,0.0,0,8,2007,-93.660303,42.021436,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2639,902103090,60,5520,3.0,3.0,2.0,2.0,2.0,5.0,1920,1980,0,1.0,2.0,2.0,1.0,1.0,4,1.0,863,1147,2.0,3.0,1147,510,0,1657,0,0,1,0,4,1,1.0,9,3.0,1,3.0,1.0,1,162,2.0,2.0,0.0,0,0,0,0,0,0,0.0,0.0,0,7,2006,-93.61852,42.032144,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
60,528328100,108,14774,2.0,3.0,2.0,2.0,8.0,4.0,1999,1999,165,2.0,2.0,3.0,2.0,1.0,7,1.0,1393,1393,4.0,3.0,1422,1177,0,2599,0,0,2,1,4,1,3.0,10,3.0,1,3.0,3.0,3,779,3.0,3.0,2.0,668,30,0,0,0,0,0.0,0.0,0,5,2010,-93.651381,42.054386,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1392,905201120,0,13284,3.0,3.0,2.0,2.0,4.0,4.0,1954,1954,0,1.0,2.0,3.0,2.0,2.0,2,1.0,319,1383,2.0,3.0,1383,0,0,1383,1,0,1,0,3,1,2.0,6,3.0,1,4.0,1.0,1,354,3.0,3.0,2.0,511,116,0,0,0,0,0.0,3.0,0,6,2008,-93.665356,42.032566,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2374,527452070,53,4043,3.0,3.0,2.0,2.0,5.0,4.0,1975,1975,0,1.0,2.0,3.0,2.0,1.0,1,4.0,186,1069,3.0,3.0,1069,0,0,1069,0,1,2,0,2,1,2.0,4,3.0,1,1.0,2.0,2,440,3.0,3.0,2.0,0,55,0,0,225,0,0.0,0.0,0,7,2006,-93.627169,42.050595,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
693,902102080,60,10440,3.0,3.0,2.0,2.0,4.0,5.0,1910,1981,0,1.0,2.0,2.0,2.0,1.0,7,1.0,440,440,3.0,3.0,682,548,0,1230,0,0,1,1,2,1,2.0,5,3.0,0,0.0,1.0,2,440,3.0,3.0,2.0,74,0,128,0,0,0,0.0,1.0,0,5,2009,-93.615583,42.033273,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1425,906380030,65,9345,2.0,3.0,2.0,2.0,7.0,4.0,2007,2007,156,2.0,2.0,3.0,2.0,3.0,7,1.0,1615,1615,4.0,3.0,1615,0,0,1615,0,0,2,0,3,1,3.0,7,3.0,1,4.0,2.0,3,864,3.0,3.0,2.0,168,30,0,0,0,0,0.0,0.0,0,5,2008,-93.691095,42.025275,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1241,535176100,90,13200,2.0,3.0,2.0,2.0,5.0,5.0,1958,1958,187,1.0,2.0,2.0,2.0,1.0,4,1.0,437,1395,4.0,3.0,1570,0,0,1570,1,0,1,0,3,1,2.0,5,3.0,1,3.0,2.0,2,441,3.0,3.0,2.0,490,0,0,0,0,0,0.0,0.0,0,5,2008,-93.613222,42.044304,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1749,528235160,59,11796,2.0,3.0,2.0,2.0,6.0,4.0,2004,2005,0,2.0,2.0,3.0,2.0,3.0,7,1.0,847,847,4.0,3.0,847,1112,0,1959,0,0,2,1,4,1,3.0,8,3.0,1,4.0,3.0,2,434,3.0,3.0,2.0,100,48,0,0,0,0,0.0,0.0,0,7,2007,-93.643961,42.061541,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1730,528218050,65,10237,3.0,3.0,2.0,2.0,5.0,4.0,2005,2007,0,2.0,2.0,3.0,2.0,1.0,7,1.0,783,783,4.0,3.0,783,701,0,1484,0,0,2,1,3,1,3.0,8,3.0,1,4.0,3.0,2,393,3.0,3.0,2.0,0,72,0,0,0,0,0.0,0.0,0,7,2007,-93.645875,42.062483,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1402,905401045,73,39104,2.0,0.0,2.0,-1.0,6.0,6.0,1954,2005,0,1.0,2.0,3.0,2.0,4.0,4,6.0,96,1385,4.0,3.0,1363,0,0,1363,1,0,1,0,2,1,2.0,5,2.0,2,3.0,1.0,2,439,3.0,3.0,2.0,81,0,0,0,0,0,0.0,0.0,0,4,2008,-93.666066,42.028568,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
711,902206260,50,5784,3.0,3.0,2.0,2.0,4.0,7.0,1938,1996,0,1.0,2.0,1.0,2.0,1.0,7,1.0,190,190,3.0,2.0,886,0,0,886,0,0,1,0,2,1,2.0,4,3.0,0,0.0,1.0,1,273,3.0,3.0,2.0,144,20,80,0,0,0,0.0,0.0,0,12,2009,-93.610469,42.030523,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
932,909428240,100,17500,3.0,1.0,2.0,1.0,5.0,4.0,1954,1954,420,1.0,2.0,2.0,2.0,3.0,4,4.0,91,1310,4.0,3.0,1906,0,0,1906,1,0,1,1,3,1,2.0,6,3.0,2,4.0,1.0,2,576,3.0,3.0,2.0,0,201,0,0,0,0,0.0,0.0,0,1,2009,-93.639407,42.0125,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2351,527356020,80,16692,2.0,3.0,2.0,2.0,6.0,4.0,1978,1978,184,1.0,2.0,3.0,2.0,1.0,2,2.0,133,1392,2.0,3.0,1392,1392,0,2784,1,0,3,1,5,1,3.0,12,3.0,2,3.0,2.0,2,564,3.0,3.0,2.0,0,112,0,0,440,519,-1.0,1.0,2000,7,2006,-93.637387,42.050514,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
